Experiment;Model;Simulation;S;B;L;T;Graph Seed;Dynamics Seed;Steps;q;Time to Fixation;Jazz;Stuff
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;0.01;992;466;2000;3.17764371615651E-16;719;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;0.01;992;466;2000;5.02429586778808E-16;643;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;0.01;992;466;2000;5.85312755452999E-16;744;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;0.01;992;466;2000;4.35116785763366E-16;563;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;0.01;56;870;2000;2.2469334198890885e-16;436;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;0.01;56;870;2000;2.785162873993778e-16;556;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;0.01;56;870;2000;4.663691896029754e-16;581;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;0.01;56;870;2000;3.011959563148489e-16;621;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;1.0075;56;870;2000;0.36627073666733073;650;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;1.0075;56;870;2000;0.6303417919729626;486;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;1.0075;56;870;2000;0.6614628712907967;560;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;1.0075;56;870;2000;0.7284740242157706;512;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;2.005;56;870;2000;0.8771895184321148;485;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;2.005;56;870;2000;1.0077636141711097;495;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;2.005;56;870;2000;1.084505278995346;605;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;2.005;56;870;2000;1.1946090711557804;684;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;3.0025;56;870;2000;0.7730671461781311;1071;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;3.0025;56;870;2000;1.0111816057907614;570;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;3.0025;56;870;2000;1.2662810007016307;558;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;3.0025;56;870;2000;1.5192487527657061;681;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;4.0;56;870;2000;1.0375429312570101;930;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;4.0;56;870;2000;1.112668283173641;825;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;4.0;56;870;2000;1.4645987216700103;793;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;4.0;56;870;2000;1.9866374373766589;993;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;0.01;99;27;2000;0.0;579;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;1.0075;99;27;2000;0.18708286933869708;642;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;2.005;99;27;2000;0.2645751311064591;579;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;3.0025;99;27;2000;0.18027756377319948;555;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;4.0;99;27;2000;0.38890872965260115;548;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;0.01;326;288;2000;0.0;677;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;0.45333333333333337;326;288;2000;0.0816496580927726;670;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;0.8966666666666667;326;288;2000;0.09519716382329885;711;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;1.34;326;288;2000;0.17320508075688773;679;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;1.7833333333333334;326;288;2000;0.2669269563007828;703;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;2.2266666666666666;326;288;2000;0.3;686;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;2.67;326;288;2000;0.37416573867739417;671;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;3.1133333333333333;326;288;2000;0.406201920231798;601;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;3.5566666666666666;326;288;2000;0.4527692569068708;673;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;100;4.0;326;288;2000;0.18708286933869708;581;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;0.01;326;288;2000;0.0;469;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;0.45333333333333337;326;288;2000;0.17740917207663634;551;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;0.8966666666666667;326;288;2000;0.31211643126670957;572;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;1.34;326;288;2000;0.41653331199317056;588;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;1.7833333333333334;326;288;2000;0.578777250404181;672;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;2.2266666666666666;326;288;2000;0.6116765061273386;647;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;2.67;326;288;2000;0.7335929087529196;1175;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;3.1133333333333333;326;288;2000;0.6043203827441203;799;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;3.5566666666666666;326;288;2000;1.1363626817566859;907;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;125;4.0;326;288;2000;0.7216349107716757;550;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;0.01;326;288;2000;5.17892563931115e-16;447;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;0.45333333333333337;326;288;2000;0.24478022123802812;611;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;0.8966666666666667;326;288;2000;0.48164004244556785;527;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;1.34;326;288;2000;0.692348341202493;754;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;1.7833333333333334;326;288;2000;0.7905063041403425;627;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;2.2266666666666666;326;288;2000;0.7946593451248395;600;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;2.67;326;288;2000;1.0013957366600224;902;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;3.1133333333333333;326;288;2000;1.0074197042702338;795;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;3.5566666666666666;326;288;2000;1.6486480620170745;793;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;150;4.0;326;288;2000;1.1049147818364367;521;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;0.01;326;288;2000;5.001815684030073e-16;509;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;0.45333333333333337;326;288;2000;0.23596864206466325;488;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;0.8966666666666667;326;288;2000;0.6016755643252528;575;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;1.34;326;288;2000;0.7753539604350873;668;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;1.7833333333333334;326;288;2000;0.8207406202047232;649;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;2.2266666666666666;326;288;2000;1.0021136298465867;684;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;2.67;326;288;2000;1.3559107350601298;987;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;3.1133333333333333;326;288;2000;1.28150938407633;799;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;3.5566666666666666;326;288;2000;1.6075256796575443;1073;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;175;4.0;326;288;2000;1.9309161804741681;1535;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;0.01;326;288;2000;5.65233285126159e-16;471;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;0.45333333333333337;326;288;2000;0.2546721792585126;556;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;0.8966666666666667;326;288;2000;0.6376763760169815;849;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;1.34;326;288;2000;0.7564574705734675;611;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;1.7833333333333334;326;288;2000;0.8720665614652189;593;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;2.2266666666666666;326;288;2000;1.2560119784588117;656;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;2.67;326;288;2000;1.4228444256553359;775;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;3.1133333333333333;326;288;2000;1.3088076936954696;847;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;3.5566666666666666;326;288;2000;1.563854476352816;865;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;200;4.0;326;288;2000;1.8241832237629225;1462;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;225;0.01;326;288;2000;7.297505690518439e-16;672;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;225;0.45333333333333337;326;288;2000;0.2838647439982489;546;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;225;0.8966666666666667;326;288;2000;0.7487395596467282;621;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;225;1.34;326;288;2000;0.8791045895790232;498;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;225;1.7833333333333334;326;288;2000;1.0237454043805205;555;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;225;2.2266666666666666;326;288;2000;1.4338501899450409;997;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;225;2.67;326;288;2000;1.4756583477813525;1036;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;225;3.1133333333333333;326;288;2000;1.3708743921600306;531;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;225;3.5566666666666666;326;288;2000;1.8809744284173138;976;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;225;4.0;326;288;2000;2.0084455540790564;926;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;250;0.01;326;288;2000;7.5416756272353e-16;642;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;250;0.45333333333333337;326;288;2000;0.30820294931874603;491;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;250;0.8966666666666667;326;288;2000;0.7512893784772467;652;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;250;1.34;326;288;2000;0.9879219732503194;905;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;250;1.7833333333333334;326;288;2000;1.1239837491323863;620;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;250;2.2266666666666666;326;288;2000;1.4909941494221841;577;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;250;2.67;326;288;2000;1.640764617684437;1267;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;250;3.1133333333333333;326;288;2000;1.413136245151244;746;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;250;3.5566666666666666;326;288;2000;1.9546610542110872;835;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;250;4.0;326;288;2000;1.8117897322559318;977;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;275;0.01;326;288;2000;8.10497372090657e-16;595;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;275;0.45333333333333337;326;288;2000;0.3223221944907757;501;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;275;0.8966666666666667;326;288;2000;0.8644264538436925;698;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;275;1.34;326;288;2000;1.1663130149785916;877;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;275;1.7833333333333334;326;288;2000;1.3814090383308024;728;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;275;2.2266666666666666;326;288;2000;1.5228243118418539;679;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;275;2.67;326;288;2000;1.7167831917250793;1055;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;275;3.1133333333333333;326;288;2000;1.6608051141877358;790;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;275;3.5566666666666666;326;288;2000;2.1004342102758597;977;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;275;4.0;326;288;2000;1.9257800604781283;892;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;300;0.01;326;288;2000;7.708924797055005e-16;570;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;300;0.45333333333333337;326;288;2000;0.3592423121628848;539;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;300;0.8966666666666667;326;288;2000;0.869273533029784;593;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;300;1.34;326;288;2000;1.1478975484104252;717;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;300;1.7833333333333334;326;288;2000;1.3611637248121446;778;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;300;2.2266666666666666;326;288;2000;1.6471545380599382;769;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;300;2.67;326;288;2000;1.819333884883926;1035;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;300;3.1133333333333333;326;288;2000;1.6968675300323546;905;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;300;3.5566666666666666;326;288;2000;2.148067082151121;1166;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;300;4.0;326;288;2000;2.1469346996249836;1004;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;325;0.01;326;288;2000;6.705600017716361e-16;511;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;325;0.45333333333333337;326;288;2000;0.3468628293547196;459;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;325;0.8966666666666667;326;288;2000;0.8645391872266447;563;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;325;1.34;326;288;2000;1.1674888522453724;675;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;325;1.7833333333333334;326;288;2000;1.45960727478379;787;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;325;2.2266666666666666;326;288;2000;1.7560525485554377;955;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;325;2.67;326;288;2000;1.9212955015974436;1101;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;325;3.1133333333333333;326;288;2000;1.763141601189882;888;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;325;3.5566666666666666;326;288;2000;2.2245093280997477;1011;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;325;4.0;326;288;2000;2.118567628394027;1270;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;350;0.01;326;288;2000;8.345366887651626e-16;567;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;350;0.45333333333333337;326;288;2000;0.37576802632878453;597;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;350;0.8966666666666667;326;288;2000;0.8816806528452323;624;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;350;1.34;326;288;2000;1.1617204941540753;773;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;350;1.7833333333333334;326;288;2000;1.44211429103677;758;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;350;2.2266666666666666;326;288;2000;1.9163102102731135;1011;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;350;2.67;326;288;2000;1.9716732394365086;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;350;3.1133333333333333;326;288;2000;1.9575667509652135;974;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;350;3.5566666666666666;326;288;2000;2.16264533530065;1042;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;350;4.0;326;288;2000;2.2725474601897773;1609;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;375;0.01;326;288;2000;7.900961521643388e-16;540;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;375;0.45333333333333337;326;288;2000;0.37682196298645376;612;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;375;0.8966666666666667;326;288;2000;0.8970504748231493;727;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;375;1.34;326;288;2000;1.1922802268283843;820;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;375;1.7833333333333334;326;288;2000;1.4759442933254714;899;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;375;2.2266666666666666;326;288;2000;1.894711902208892;759;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;375;2.67;326;288;2000;2.1188221053980087;1133;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;375;3.1133333333333333;326;288;2000;2.015433253493457;1583;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;375;3.5566666666666666;326;288;2000;2.200604415045798;942;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;375;4.0;326;288;2000;2.2678056483577134;1093;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;400;0.01;326;288;2000;7.160723346098896e-16;559;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;400;0.45333333333333337;326;288;2000;0.37848222627132133;517;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;400;0.8966666666666667;326;288;2000;0.870689264763777;617;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;400;1.34;326;288;2000;1.21001418239012;745;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;400;1.7833333333333334;326;288;2000;1.7363214531534528;921;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;400;2.2266666666666666;326;288;2000;1.8708871166098628;938;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;400;2.67;326;288;2000;2.295712065094325;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;400;3.1133333333333333;326;288;2000;2.147553186642827;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;400;3.5566666666666666;326;288;2000;2.2552879477294128;1029;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;400;4.0;326;288;2000;2.5409489778772745;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;425;0.01;326;288;2000;6.444471000846638e-16;504;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;425;0.45333333333333337;326;288;2000;0.3538885105499871;526;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;425;0.8966666666666667;326;288;2000;0.9294799435115179;768;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;425;1.34;326;288;2000;1.2433247340361662;693;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;425;1.7833333333333334;326;288;2000;1.6169650560886661;756;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;425;2.2266666666666666;326;288;2000;2.0344809178350816;893;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;425;2.67;326;288;2000;2.3112161388791184;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;425;3.1133333333333333;326;288;2000;2.1850278100330476;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;425;3.5566666666666666;326;288;2000;2.326484615589618;1096;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;425;4.0;326;288;2000;2.6872780964785203;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;450;0.01;326;288;2000;9.101120538054985e-16;503;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;450;0.45333333333333337;326;288;2000;0.36831294325398517;489;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;450;0.8966666666666667;326;288;2000;0.9450579244536014;699;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;450;1.34;326;288;2000;1.2943087799306014;719;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;450;1.7833333333333334;326;288;2000;1.6744818770191272;723;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;450;2.2266666666666666;326;288;2000;2.062992285383647;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;450;2.67;326;288;2000;2.2661487516841867;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;450;3.1133333333333333;326;288;2000;2.2440927993045205;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;450;3.5566666666666666;326;288;2000;2.220246779314408;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;450;4.0;326;288;2000;2.804508701595385;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;475;0.01;326;288;2000;8.180991379946022e-16;439;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;475;0.45333333333333337;326;288;2000;0.3830591088263939;569;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;475;0.8966666666666667;326;288;2000;0.9004611932529187;489;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;475;1.34;326;288;2000;1.3970674933066825;712;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;475;1.7833333333333334;326;288;2000;1.7290848389220053;974;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;475;2.2266666666666666;326;288;2000;2.0520214605284917;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;475;2.67;326;288;2000;2.2800964657397427;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;475;3.1133333333333333;326;288;2000;2.46312738708079;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;475;3.5566666666666666;326;288;2000;2.266078377679538;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;475;4.0;326;288;2000;2.6119569994881133;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;500;0.01;326;288;2000;9.131407212574683e-16;484;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;500;0.45333333333333337;326;288;2000;0.385633077413201;450;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;500;0.8966666666666667;326;288;2000;0.9362128598710958;620;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;500;1.34;326;288;2000;1.4331176728056745;986;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;500;1.7833333333333334;326;288;2000;1.7827036092019506;1567;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;500;2.2266666666666666;326;288;2000;2.10950407662972;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;500;2.67;326;288;2000;2.354969807332269;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;500;3.1133333333333333;326;288;2000;2.31373724869592;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;500;3.5566666666666666;326;288;2000;2.445157735383695;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;500;4.0;326;288;2000;2.8138988812877006;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.01;326;288;2000;7.526468358790247e-16;539;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.45333333333333337;326;288;2000;0.38753229712983395;543;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.8966666666666667;326;288;2000;0.9149504008133802;412;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.34;326;288;2000;1.4573776120995805;688;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.7833333333333334;326;288;2000;1.904890311858762;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;2.2266666666666666;326;288;2000;2.2125105309763375;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;2.67;326;288;2000;2.3818552918155365;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;3.1133333333333333;326;288;2000;2.466272259872401;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;3.5566666666666666;326;288;2000;2.4984321063860504;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;4.0;326;288;2000;2.8248439993513736;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;550;0.01;326;288;2000;8.831175328078315e-16;487;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;550;0.45333333333333337;326;288;2000;0.3918088672155304;538;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;550;0.8966666666666667;326;288;2000;0.9442298058372889;513;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;550;1.34;326;288;2000;1.6335300066351313;1127;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;550;1.7833333333333334;326;288;2000;2.045496101989868;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;550;2.2266666666666666;326;288;2000;2.137032465011118;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;550;2.67;326;288;2000;2.4057673888207107;0;No Consensus;No Consensus
