Experiment;Model;Simulation;S;B;L;T;Graph Seed;Dynamics Seed;Steps;q;Time to Fixation;Jazz;Stuff
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.21789579158316635;767;996;2000;9.262721773001588e-16;466;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.22589178356713427;767;996;2000;9.262721773001588e-16;466;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.2338877755511022;767;996;2000;8.347617222568528e-16;425;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.24188376753507015;767;996;2000;7.295843248036037e-16;473;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.24987975951903807;767;996;2000;7.988905038419277e-16;495;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.257875751503006;767;996;2000;1.0754628521125429e-15;543;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.26587174348697395;767;996;2000;9.282977038328972e-16;544;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.2738677354709419;767;996;2000;0.04186776866409356;609;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.28186372745490984;767;996;2000;0.05927397367227475;529;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.2898597194388778;767;996;2000;0.10335864771840879;585;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.2978557114228457;767;996;2000;0.060646075887462625;387;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.3058517034068136;767;996;2000;0.0432123984084274;427;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.31384769539078156;767;996;2000;0.07184763925576397;421;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.3218436873747495;767;996;2000;0.10965344847996031;463;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.32983967935871744;767;996;2000;0.13799535217367398;573;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.3378356713426854;767;996;2000;0.11416645453616532;402;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.3458316633266533;767;996;2000;0.1661275563376433;462;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.35382765531062127;767;996;2000;0.17903385657980894;464;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.36182364729458916;767;996;2000;0.23023594142171397;358;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.3698196392785571;767;996;2000;0.22579904286019722;488;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.37781563126252504;767;996;2000;0.24641390874233624;440;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.385811623246493;767;996;2000;0.2573199158633076;450;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.39380761523046093;767;996;2000;0.29854018566530777;440;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.40180360721442887;767;996;2000;0.3137558095049497;470;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.4097995991983968;767;996;2000;0.28324942070316295;480;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.41779559118236476;767;996;2000;0.31721421125628857;553;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.4257915831663327;767;996;2000;0.30694639241869914;582;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.4337875751503006;767;996;2000;0.3319693920926463;531;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.44178356713426853;767;996;2000;0.3681697784645467;667;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.44977955911823647;767;996;2000;0.3725647738259936;698;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.4577755511022044;767;996;2000;0.3517278276878422;552;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.46577154308617236;767;996;2000;0.36613126116439076;602;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.4737675350701403;767;996;2000;0.4534876915203287;607;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.48176352705410824;767;996;2000;0.4232557002869445;579;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.48975951903807613;767;996;2000;0.42597653181671663;564;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.4977555110220441;767;996;2000;0.48578400343604755;606;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.505751503006012;767;996;2000;0.44378806972227824;520;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.51374749498998;767;996;2000;0.45847207147753305;505;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.5217434869739479;767;996;2000;0.4743698166217031;535;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.5297394789579158;767;996;2000;0.46688250540319504;583;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.5377354709418838;767;996;2000;0.48736133089737427;586;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.5457314629258517;767;996;2000;0.5011477972395079;600;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.5537274549098197;767;996;2000;0.525529160443065;522;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.5617234468937876;767;996;2000;0.5909069082647214;683;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.5697194388777556;767;996;2000;0.5453853605520157;590;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.5777154308617235;767;996;2000;0.5326977513136216;594;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.5857114228456914;767;996;2000;0.5877666955778633;463;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.5937074148296593;767;996;2000;0.5851760686212663;547;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.6017034068136272;767;996;2000;0.6036465075424646;514;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.6096993987975952;767;996;2000;0.6092565763775457;600;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.6176953907815631;767;996;2000;0.6362633181446273;589;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.625691382765531;767;996;2000;0.6321484421931287;583;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.633687374749499;767;996;2000;0.6641022561439269;756;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.6416833667334669;767;996;2000;0.6499387545227698;656;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.6496793587174349;767;996;2000;0.6996276277766681;752;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.6576753507014028;767;996;2000;0.6273566946123604;659;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.6656713426853708;767;996;2000;0.6613803987963752;552;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.6736673346693387;767;996;2000;0.6833278894992177;388;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.6816633266533066;767;996;2000;0.6647137755503829;696;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.6896593186372746;767;996;2000;0.6583363960402806;618;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.6976553106212425;767;996;2000;0.6403449831848519;578;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.7056513026052105;767;996;2000;0.6445152200653615;487;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.7136472945891783;767;996;2000;0.6475348996148215;562;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.7216432865731462;767;996;2000;0.6626019104953557;558;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.7296392785571142;767;996;2000;0.6996422058823076;579;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.7376352705410821;767;996;2000;0.7166162010456514;679;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.7456312625250501;767;996;2000;0.7459163777015144;674;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.753627254509018;767;996;2000;0.7387729008085225;605;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.761623246492986;767;996;2000;0.7164007807621144;596;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.7696192384769539;767;996;2000;0.7813982761667551;599;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.7776152304609218;767;996;2000;0.7980967058960873;567;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.7856112224448898;767;996;2000;0.7329387855567714;604;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.7936072144288577;767;996;2000;0.7722589280635479;632;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.8016032064128257;767;996;2000;0.8237429351993293;625;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.8095991983967936;767;996;2000;0.7948258651084548;543;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.8175951903807616;767;996;2000;0.8317502585838835;590;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.8255911823647295;767;996;2000;0.8633920525988069;596;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.8335871743486974;767;996;2000;0.8909361991742476;737;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.8415831663326654;767;996;2000;0.8706277943116469;769;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.8495791583166332;767;996;2000;1.0119696420902038;779;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.8575751503006012;767;996;2000;0.8779231830066223;625;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.8655711422845691;767;996;2000;0.828305258769912;608;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.873567134268537;767;996;2000;0.888657885567972;637;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.881563126252505;767;996;2000;0.8674487133762664;569;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.8895591182364729;767;996;2000;0.9233867681840463;754;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.8975551102204409;767;996;2000;1.1174818295691946;767;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.9055511022044088;767;996;2000;0.9704307956888742;628;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.9135470941883768;767;996;2000;0.8764265703565932;527;Slow;Fast
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.9215430861723447;767;996;2000;0.8867561150164449;761;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.9295390781563126;767;996;2000;0.8593482320997938;665;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.9375350701402806;767;996;2000;0.9387478394250525;638;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.9455310621242485;767;996;2000;0.9343518507117332;717;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.9535270541082165;767;996;2000;0.8994569351633095;578;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.9615230460921844;767;996;2000;0.986688679327663;705;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.9695190380761523;767;996;2000;0.9722391657133194;657;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.9775150300601202;767;996;2000;0.9654538773467497;701;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.9855110220440881;767;996;2000;0.9623728202229923;670;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;0.9935070140280561;767;996;2000;1.097780459023894;690;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.001503006012024;767;996;2000;0.9726592616784109;607;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.0094989979959919;767;996;2000;0.960814618409758;652;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.01749498997996;767;996;2000;0.9541391371107799;881;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.025490981963928;767;996;2000;0.9684704475320733;681;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.0334869739478958;767;996;2000;1.0449501315734813;618;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.0414829659318636;767;996;2000;1.0304258441241971;674;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.0494789579158317;767;996;2000;1.3276727608045653;1202;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.0574749498997995;767;996;2000;1.149579499629593;599;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.0654709418837676;767;996;2000;1.1909204416078112;712;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.0734669338677354;767;996;2000;1.0791770313046474;712;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.0814629258517034;767;996;2000;1.0827969706322387;718;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.0894589178356713;767;996;2000;1.1327532444693247;694;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.0974549098196393;767;996;2000;1.0519900891610208;809;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.1054509018036072;767;996;2000;1.007874562461585;521;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.1134468937875752;767;996;2000;1.20157711281618;571;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.121442885771543;767;996;2000;1.257535231479878;879;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.129438877755511;767;996;2000;1.1344963121599247;725;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.137434869739479;767;996;2000;1.176051514907384;834;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.145430861723447;767;996;2000;1.098171260359259;785;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.1534268537074148;767;996;2000;1.2920841834340084;730;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.1614228456913829;767;996;2000;1.2695965454175067;1123;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.1694188376753507;767;996;2000;1.230346371772942;760;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.1774148296593185;767;996;2000;1.2203422262167438;1043;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.1854108216432866;767;996;2000;1.1283728056999331;589;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.1934068136272544;767;996;2000;1.1159787114248265;751;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.2014028056112225;767;996;2000;1.1510313489413757;768;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.2093987975951903;767;996;2000;1.1607082511036835;632;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.2173947895791584;767;996;2000;1.2026640537936664;714;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.2253907815631262;767;996;2000;1.310623822479198;879;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.2333867735470943;767;996;2000;1.4247911723298368;1141;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.241382765531062;767;996;2000;1.2630902365190826;671;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.2493787575150301;767;996;2000;1.2614535184423046;815;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.257374749498998;767;996;2000;1.2341560202791382;705;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.265370741482966;767;996;2000;1.2947948334686523;704;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.2733667334669339;767;996;2000;1.3292723231534433;885;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.281362725450902;767;996;2000;1.4038454158490719;1058;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.2893587174348697;767;996;2000;1.4269628543433097;712;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.2973547094188376;767;996;2000;1.5955123127019208;1747;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.3053507014028056;767;996;2000;1.8382131669864334;1387;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.3133466933867735;767;996;2000;1.7350777681287028;1222;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.3213426853707415;767;996;2000;1.435061417024118;884;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.3293386773547093;767;996;2000;1.5352075224267412;742;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.3373346693386774;767;996;2000;1.4104758033544154;927;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.3453306613226452;767;996;2000;1.5732526012427548;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.3533266533066133;767;996;2000;1.3781712264863815;765;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.3613226452905811;767;996;2000;1.5780719585148366;1726;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.3693186372745492;767;996;2000;1.5301493034277778;767;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.377314629258517;767;996;2000;1.4068921782943828;700;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.385310621242485;767;996;2000;1.3560166387144383;776;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.3933066132264529;767;996;2000;1.4979595028477937;620;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.401302605210421;767;996;2000;1.6844139747982396;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.4092985971943888;767;996;2000;1.6870843434349518;889;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.4172945891783566;767;996;2000;1.6778278078747415;1177;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.4252905811623247;767;996;2000;1.4761739790485437;1195;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.4332865731462925;767;996;2000;1.719534019698753;854;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.4412825651302605;767;996;2000;1.5385349345882298;870;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.4492785571142284;767;996;2000;1.6907122093453877;1223;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.4572745490981964;767;996;2000;1.6446515012237268;956;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.4652705410821643;767;996;2000;1.605501779043077;1044;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.4732665330661323;767;996;2000;1.48172612252686;612;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.4812625250501001;767;996;2000;1.6008358863478416;961;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.4892585170340682;767;996;2000;1.9138952437768184;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.497254509018036;767;996;2000;1.6500293608513559;812;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.505250501002004;767;996;2000;1.661714900596841;842;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.513246492985972;767;996;2000;1.8108145765574053;1085;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.52124248496994;767;996;2000;1.8300931282495654;855;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.5292384769539078;767;996;2000;1.694068218460523;1172;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.5372344689378759;767;996;2000;1.7124439634113482;1218;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.5452304609218437;767;996;2000;1.6920688455744977;678;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.5532264529058115;767;996;2000;1.7331930483837104;1212;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.5612224448897796;767;996;2000;1.5113275375257398;827;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.5692184368737474;767;996;2000;1.9964169772062197;1989;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.5772144288577155;767;996;2000;1.7085263570222429;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.5852104208416833;767;996;2000;1.6877461117944375;772;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.5932064128256513;767;996;2000;2.0269790587849412;1496;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.6012024048096192;767;996;2000;1.8984265051491263;1256;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.6091983967935872;767;996;2000;1.969136658394587;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.617194388777555;767;996;2000;1.8885714263341657;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.6251903807615231;767;996;2000;2.241103136991011;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.633186372745491;767;996;2000;2.0653223777886107;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.641182364729459;767;996;2000;1.82834826049496;1118;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.6491783567134268;767;996;2000;2.1129574043296144;1554;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.6571743486973949;767;996;2000;2.031045140484837;901;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.6651703406813627;767;996;2000;2.0540871437650607;1575;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.6731663326653308;767;996;2000;1.8095811549259133;1134;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.6811623246492986;767;996;2000;1.8704738277338389;1511;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.6891583166332664;767;996;2000;2.104264432582279;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.6971543086172345;767;996;2000;1.9708400404284263;886;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.7051503006012023;767;996;2000;1.9127131269329354;1549;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.7131462925851704;767;996;2000;1.8887021296242053;1604;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.7211422845691382;767;996;2000;2.002413435769539;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.7291382765531063;767;996;2000;1.9132478492837883;1124;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.737134268537074;767;996;2000;2.2366493785415518;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.7451302605210421;767;996;2000;2.1227175512473053;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.75312625250501;767;996;2000;1.5969132045296586;757;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.761122244488978;767;996;2000;1.630282265664496;639;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.7691182364729459;767;996;2000;1.7587050771196038;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.777114228456914;767;996;2000;1.8611380778257;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.7851102204408817;767;996;2000;1.8003912378840154;799;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.7931062124248498;767;996;2000;1.9708211964625932;1178;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.8011022044088176;767;996;2000;2.1162746255086495;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.8090981963927855;767;996;2000;1.8503665125942577;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.8170941883767535;767;996;2000;2.054416611839829;1285;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.8250901803607213;767;996;2000;2.1256430990747366;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.8330861723446894;767;996;2000;1.9524761333011968;1862;Slow;Slow
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.8410821643286572;767;996;2000;2.10066353088375;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.8490781563126253;767;996;2000;2.2643249477670886;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.8570741482965931;767;996;2000;2.2996111536711497;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.8650701402805612;767;996;2000;2.212730595018293;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.873066132264529;767;996;2000;2.143916887864036;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.881062124248497;767;996;2000;2.2765008991101645;0;No Consensus;No Consensus
Time to Fixation;PPM2017v1;Majority Rule Random;100;5;525;1.889058116232465;767;996;2000;1.8144067478853327;1657;Slow;Slow
