6.528765905241357e-16;0
6.528765905241357e-16;0
6.528765905241357e-16;0
6.528765905241357e-16;0
6.528765905241357e-16;0
6.528765905241357e-16;0
6.528765905241357e-16;0
6.528765905241357e-16;0
6.528765905241357e-16;0
6.528765905241357e-16;0
6.528765905241357e-16;0
6.528765905241357e-16;0
6.528765905241357e-16;0
6.528765905241357e-16;0
6.528765905241357e-16;0
8.246199732607209e-16;0
6.738849514362442e-16;0
6.738849514362442e-16;0
8.497474224216862e-16;0
0.052890033732286845;0
0.03809339908052622;0
0.037453651044155545;0
0.06333825785698619;0
0.08999870813854247;0
0.11767606986149019;0
0.09809240786417563;0
0.12171787059585204;0
0.09377711446760288;0
0.15233305571208877;1
0.1855671238666967;3
0.1544621664745884;2
0.15737885098225288;0
0.17962269218635876;2
0.2133589331784497;4
0.25602561859502077;4
0.20539729303094992;1
0.21293846851751053;3
0.25983481883545406;3
0.27306530925418515;4
0.2954709061929084;5
0.3529214669534008;10
0.34681809323607926;11
0.32392148136502663;12
0.3270125629597701;13
0.3494190997861389;11
0.41626723290110074;21
0.40429048137682855;23
0.4380345915110195;20
0.43572611865716204;22
0.4492247182115375;21
0.46167851941612104;21
0.49143570825217614;28
0.5143612398141155;32
0.5508970721546876;39
0.5040313847622635;34
0.5072657443998435;27
0.5580783007849004;38
0.5541271846765484;37
0.5824801847863903;42
0.5748499390880035;52
0.613176098944855;50
0.6185710832590433;47
0.6257775437054633;46
0.6354755073331311;49
0.5999283275165331;45
0.6139495324809465;45
0.5923713267453372;41
0.6573244215865653;48
0.6601904544467659;60
0.7141387492333875;65
0.7328317672508882;67
0.7265394325417073;64
0.759489292839556;70
0.7209244230391361;53
0.7994460048510379;78
0.7522950995819268;70
0.7430657960099692;68
0.7792301699680751;65
0.7734599367789928;67
0.7673998999527768;74
0.7869380729116231;79
0.8130584214988618;69
0.7782812091566049;71
0.8369199712632005;80
0.8014946927234922;82
0.7928730368103077;75
0.8028233510412932;75
0.8632730376843615;92
0.8445575550583992;86
0.8544561782108054;89
0.9168640741691055;103
0.8769167576962558;93
0.885930508095345;96
0.8863667953583318;112
0.9361320157894975;99
0.858187666805445;87
0.8727904725524026;78
0.8871529351600883;84
0.9337755982393405;91
0.9825028497065207;108
0.9401089920256368;104
0.9204504896368673;103
0.9580581141796637;110
0.966774296377827;103
0.9809792551520421;107
0.9735676876729571;113
0.9037978082008844;94
1.0010463599408355;117
1.047895308938964;123
1.1363427941395712;135
1.0573089945577996;117
1.0674613924447203;129
1.09121172900971;129
1.1377424524532;127
1.057510038094799;114
1.1000716294661335;129
1.0963416233604297;127
1.0105594016253219;122
1.1288443754280537;133
1.1187529216088783;127
1.2003644911082674;130
1.1307587902730443;134
1.024298232913649;116
1.3424593851766793;153
1.326024798389946;150
1.1315582264576576;141
1.1746701241655018;132
1.2316501333340206;150
1.3414808719753726;162
1.2627107720692303;157
1.4982215747095293;170
1.2992136538620378;155
1.1991316666990086;137
1.414838381078268;161
1.2649852652363156;161
1.5428535252613629;185
1.507984822052148;174
1.4230383378766147;168
1.4088847884852167;159
1.586326711211474;172
1.5095904155788806;158
1.4208872895326379;170
1.5120782639005943;183
1.3481151512777814;170
1.4346212006720787;176
1.5164978690024231;181
1.398646706880984;163
1.4841499303240322;177
1.5398374505032095;173
1.5274882186268686;181
1.5087869077344334;172
1.5349765204203996;197
1.4741496555795062;182
1.690922797738443;202
1.6190613849244768;193
1.508640420448579;169
1.68891399101447;197
1.6472783826648205;181
1.5512568178829071;185
1.7621942877193262;202
1.651073539764095;200
1.6532935982495116;179
1.6434889455497244;184
1.708765510543977;189
1.5620205529669873;191
1.659598286465569;197
